id,name,release_year,name_year,tmdbid,imdbid
1401,Ghosts of Mississippi ,1996,Ghosts of Mississippi 1996,31908,116410
1407,Scream ,1996,Scream 1996,4232,117571
1408,"Last of the Mohicans, The ",1992,"Last of the Mohicans, The 1992",9361,104691
1409,Michael ,1996,Michael 1996,2928,117038
1410,"Evening Star, The ",1996,"Evening Star, The 1996",30285,116240
1411,Hamlet ,1996,Hamlet 1996,10549,116477
1412,Some Mother's Son ,1996,Some Mother's Son 1996,58102,117690
1413,"Whole Wide World, The ",1996,"Whole Wide World, The 1996",18451,118163
1414,Mother ,1996,Mother 1996,27265,117091
1415,Thieves ,1996,Thieves 1996,49935,118100
1416,Evita ,1996,Evita 1996,8818,116250
1417,"Portrait of a Lady, The ",1996,"Portrait of a Lady, The 1996",36758,117364
1419,Walkabout ,1971,Walkabout 1971,36040,67959
1420,Message to Love: The Isle of Wight Festival ,1996,Message to Love: The Isle of Wight Festival 1996,74239,117028
1421,Grateful Dead ,1995,Grateful Dead 1995,0,113212
1422,Murder at 1600 ,1997,Murder at 1600 1997,9415,119731
1423,Hearts and Minds ,1996,Hearts and Minds 1996,55146,116506
1424,Inside ,1996,Inside 1996,303693,116640
1425,Fierce Creatures ,1997,Fierce Creatures 1997,12145,119115
1426,Zeus and Roxanne ,1997,Zeus and Roxanne 1997,42424,120550
1427,Turbulence ,1997,Turbulence 1997,34314,120390
1428,Angel Baby ,1995,Angel Baby 1995,2892,112362
1431,Beverly Hills Ninja ,1997,Beverly Hills Ninja 1997,9622,118708
1432,Metro ,1997,Metro 1997,8860,119664
1433,"Machine, The ",1994,"Machine, The 1994",197537,110425
1434,"Stranger, The ",1994,"Stranger, The 1994",0,123281
1436,Falling in Love Again ,1980,Falling in Love Again 1980,66597,80714
1437,"Cement Garden, The ",1993,"Cement Garden, The 1993",14832,106535
1438,Dante's Peak ,1997,Dante's Peak 1997,9619,118928
1439,Meet Wally Sparks ,1997,Meet Wally Sparks 1997,40506,119644
1440,Amos & Andrew ,1993,Amos & Andrew 1993,31000,106266
1441,Benny & Joon ,1993,Benny & Joon 1993,4104,106387
1442,Prefontaine ,1997,Prefontaine 1997,26306,119937
1443,"Tickle in the Heart, A ",1996,"Tickle in the Heart, A 1996",203829,117907
1444,Guantanamera ,1994,Guantanamera 1994,43775,109949
1445,McHale's Navy ,1997,McHale's Navy 1997,14908,119640
1446,Kolya ,1996,Kolya 1996,784,116790
1447,Gridlock'd ,1997,Gridlock'd 1997,12489,119225
1448,Fire on the Mountain ,1996,Fire on the Mountain 1996,168283,116310
1449,Waiting for Guffman ,1996,Waiting for Guffman 1996,16448,118111
1450,Prisoner of the Mountains ,1996,Prisoner of the Mountains 1996,55936,116754
1453,"Beautician and the Beast, The ",1997,"Beautician and the Beast, The 1997",17894,118691
1454,SubUrbia ,1997,SubUrbia 1997,28059,120238
1455,Hotel de Love ,1996,Hotel de Love 1996,58911,116565
1456,"Pest, The ",1997,"Pest, The 1997",17949,119887
1457,Fools Rush In ,1997,Fools Rush In 1997,1968,119141
1458,Touch ,1997,Touch 1997,61563,120357
1459,Absolute Power ,1997,Absolute Power 1997,66,118548
1461,Vegas Vacation ,1997,Vegas Vacation 1997,11419,120434
1462,Unforgotten: Twenty-Five Years After Willowbrook ,1996,Unforgotten: Twenty-Five Years After Willowbrook 1996,0,118042
1463,That Old Feeling ,1997,That Old Feeling 1997,25796,120318
1464,Lost Highway ,1997,Lost Highway 1997,638,116922
1465,Rosewood ,1997,Rosewood 1997,25624,120036
1466,Donnie Brasco ,1997,Donnie Brasco 1997,9366,119008
1467,Salut cousin! ,1996,Salut cousin! 1996,60083,117544
1468,Booty Call ,1997,Booty Call 1997,21915,118750
1470,Rhyme & Reason ,1997,Rhyme & Reason 1997,90928,120014
1471,Boys Life 2 ,1997,Boys Life 2 1997,50091,118762
1472,City of Industry ,1997,City of Industry 1997,18420,118859
1473,Best Men ,1997,Best Men 1997,19952,118702
1474,Jungle2Jungle ,1997,Jungle2Jungle 1997,9446,119432
1475,Kama Sutra: A Tale of Love ,1996,Kama Sutra: A Tale of Love 1996,28005,116743
1476,Private Parts ,1997,Private Parts 1997,9403,119951
1477,Love Jones ,1997,Love Jones 1997,27322,119572
1479,"Saint, The ",1997,"Saint, The 1997",10003,120053
1480,Smilla's Sense of Snow ,1997,Smilla's Sense of Snow 1997,9311,120152
1482,"Van, The ",1996,"Van, The 1996",11844,118064
1483,Crash ,1996,Crash 1996,884,115964
1484,"Daytrippers, The ",1996,"Daytrippers, The 1996",49806,116041
1485,Liar Liar ,1997,Liar Liar 1997,1624,119528
1486,"Quiet Room, The ",1996,"Quiet Room, The 1996",88423,117422
1487,Selena ,1997,Selena 1997,16052,120094
1488,"Devil's Own, The ",1997,"Devil's Own, The 1997",4477,118972
1489,Cats Don't Dance ,1997,Cats Don't Dance 1997,24662,118829
1490,B*A*P*S ,1997,B*A*P*S 1997,18423,118663
1493,Love and Other Catastrophes ,1996,Love and Other Catastrophes 1996,76996,116931
1495,Turbo: A Power Rangers Movie ,1997,Turbo: A Power Rangers Movie 1997,6499,120389
1496,Anna Karenina ,1997,Anna Karenina 1997,50512,118623
1497,Double Team ,1997,Double Team 1997,9405,119013
1498,Inventing the Abbotts ,1997,Inventing the Abbotts 1997,12723,119381
1499,Anaconda ,1997,Anaconda 1997,9360,118615
1500,Grosse Pointe Blank ,1997,Grosse Pointe Blank 1997,9434,119229
1501,Keys to Tulsa ,1997,Keys to Tulsa 1997,118991,116762
1502,Kissed ,1996,Kissed 1996,21626,116783
1503,8 Heads in a Duffel Bag ,1997,8 Heads in a Duffel Bag 1997,13982,118541
1504,Hollow Reed ,1996,Hollow Reed 1996,93946,113314
1507,Paradise Road ,1997,Paradise Road 1997,77223,119859
1508,Traveller ,1997,Traveller 1997,31465,120366
1509,All Over Me ,1997,All Over Me 1997,12793,118586
1510,"Brother's Kiss, A ",1997,"Brother's Kiss, A 1997",102878,118783
1513,Romy and Michele's High School Reunion ,1997,Romy and Michele's High School Reunion 1997,9611,120032
1514,Temptress Moon ,1996,Temptress Moon 1996,47694,116295
1515,Volcano ,1997,Volcano 1997,10357,120461
1516,Children of the Revolution ,1996,Children of the Revolution 1996,9977,115886
1517,Austin Powers: International Man of Mystery ,1997,Austin Powers: International Man of Mystery 1997,816,118655
1518,Breakdown ,1997,Breakdown 1997,2163,118771
1519,Broken English ,1996,Broken English 1996,124680,115760
1520,Commandments ,1997,Commandments 1997,16399,115927
1522,Ripe ,1996,Ripe 1996,124843,117482
1523,"Truth or Consequences, N.M. ",1997,"Truth or Consequences, N.M. 1997",31017,120383
1524,"Turning, The ",1992,"Turning, The 1992",24645,105660
1525,Warriors of Virtue ,1997,Warriors of Virtue 1997,49478,120479
1526,Fathers' Day ,1997,Fathers' Day 1997,12499,119109
1527,"Fifth Element, The ",1997,"Fifth Element, The 1997",18,119116
1528,Intimate Relations ,1996,Intimate Relations 1996,68545,116643
1529,Nowhere ,1997,Nowhere 1997,1811,119809
1531,Losing Chase ,1996,Losing Chase 1996,109614,116920
1532,Sprung ,1997,Sprung 1997,60082,120190
1533,"Promise, The ",1996,"Promise, The 1996",105045,117398
1534,"Bonheur, Le ",1965,"Bonheur, Le 1965",53023,58985
1535,Love! Valour! Compassion! ,1997,Love! Valour! Compassion! 1997,64802,119578
1537,Shall We Dance? ,1996,Shall We Dance? 1996,11239,117615
1538,"Second Jungle Book: Mowgli & Baloo, The ",1997,"Second Jungle Book: Mowgli & Baloo, The 1997",50850,120087
1539,Twin Town ,1997,Twin Town 1997,15321,120394
1541,Addicted to Love ,1997,Addicted to Love 1997,2058,118556
1542,Brassed Off ,1996,Brassed Off 1996,9450,115744
1543,"Designated Mourner, The ",1997,"Designated Mourner, The 1997",125021,118964
1544,"Lost World: Jurassic Park, The ",1997,"Lost World: Jurassic Park, The 1997",330,119567
1545,Ponette ,1996,Ponette 1996,38523,117359
1546,Schizopolis ,1996,Schizopolis 1996,16375,117561
1547,Shiloh ,1997,Shiloh 1997,33660,120118
1548,"War at Home, The ",1996,"War at Home, The 1996",59232,118117
1549,Rough Magic ,1995,Rough Magic 1995,45671,114303
1550,Trial and Error ,1997,Trial and Error 1997,17770,120373
1551,Buddy ,1997,Buddy 1997,15170,118787
1552,Con Air ,1997,Con Air 1997,1701,118880
1553,Late Bloomers ,1996,Late Bloomers 1996,201445,116834
1556,Speed 2: Cruise Control ,1997,Speed 2: Cruise Control 1997,1639,120179
1561,Wedding Bell Blues ,1996,Wedding Bell Blues 1996,107743,118127
1562,Batman & Robin ,1997,Batman & Robin 1997,415,118688
1563,Dream With the Fishes ,1997,Dream With the Fishes 1997,47686,119019
1565,Head Above Water ,1996,Head Above Water 1996,11103,116502
1566,Hercules ,1997,Hercules 1997,11970,119282
1567,"Last Time I Committed Suicide, The ",1997,"Last Time I Committed Suicide, The 1997",34941,119502
1568,MURDER and murder ,1996,MURDER and murder 1996,0,116949
1569,My Best Friend's Wedding ,1997,My Best Friend's Wedding 1997,8874,119738
1570,Tetsuo II: Body Hammer ,1992,Tetsuo II: Body Hammer 1992,17991,105569
1572,Contempt ,1963,Contempt 1963,266,57345
1573,Face/Off ,1997,Face/Off 1997,754,119094
1574,Fall ,1997,Fall 1997,37567,119098
1575,Gabbeh ,1996,Gabbeh 1996,43771,116384
1577,Mondo ,1996,Mondo 1996,124834,117076
1579,For Ever Mozart ,1996,For Ever Mozart 1996,111367,116334
1580,Men in Black ,1997,Men in Black 1997,607,119654
1581,Out to Sea ,1997,Out to Sea 1997,18080,119848
1582,Wild America ,1997,Wild America 1997,38225,120512
1583,"Simple Wish, A ",1997,"Simple Wish, A 1997",17834,120133
1584,Contact ,1997,Contact 1997,686,118884
1585,Love Serenade ,1996,Love Serenade 1996,65046,116930
1586,G.I. Jane ,1997,G.I. Jane 1997,4421,119173
1587,Conan the Barbarian ,1982,Conan the Barbarian 1982,9387,82198
1588,George of the Jungle ,1997,George of the Jungle 1997,10603,119190
1589,Cop Land ,1997,Cop Land 1997,2142,118887
1590,Event Horizon ,1997,Event Horizon 1997,8413,119081
1591,Spawn ,1997,Spawn 1997,10336,120177
1592,Air Bud ,1997,Air Bud 1997,20737,118570
1593,Picture Perfect ,1997,Picture Perfect 1997,9413,119896
1594,In the Company of Men ,1997,In the Company of Men 1997,14585,119361
1595,Free Willy 3: The Rescue ,1997,Free Willy 3: The Rescue 1997,18519,119152
1596,Career Girls ,1997,Career Girls 1997,49462,118818
1597,Conspiracy Theory ,1997,Conspiracy Theory 1997,8834,118883
1598,Desperate Measures ,1998,Desperate Measures 1998,9458,118966
1599,Steel ,1997,Steel 1997,8854,120207
1600,She's So Lovely ,1997,She's So Lovely 1997,38295,120112
1601,Hoodlum ,1997,Hoodlum 1997,22073,119311
1602,Leave It to Beaver ,1997,Leave It to Beaver 1997,37244,119509
1603,Mimic ,1997,Mimic 1997,4961,119675
1604,Money Talks ,1997,Money Talks 1997,9416,119695
1605,Excess Baggage ,1997,Excess Baggage 1997,26180,119086
1606,Kull the Conqueror ,1997,Kull the Conqueror 1997,17832,119484
1608,Air Force One ,1997,Air Force One 1997,9772,118571
1609,187 ,1997,187 1997,6072,118531
1610,"Hunt for Red October, The ",1990,"Hunt for Red October, The 1990",1669,99810
1611,My Own Private Idaho ,1991,My Own Private Idaho 1991,468,102494
1612,"Kiss Me, Guido ",1997,"Kiss Me, Guido 1997",32519,119465
1613,Star Maps ,1997,Star Maps 1997,108401,120197
1614,In & Out ,1997,In & Out 1997,10806,119360
1615,"Edge, The ",1997,"Edge, The 1997",9433,119051
1616,"Peacemaker, The ",1997,"Peacemaker, The 1997",6623,119874
1617,L.A. Confidential ,1997,L.A. Confidential 1997,2118,119488
1619,Seven Years in Tibet ,1997,Seven Years in Tibet 1997,978,120102
1620,Kiss the Girls ,1997,Kiss the Girls 1997,9437,119468
1621,Soul Food ,1997,Soul Food 1997,29461,120169
1622,Kicked in the Head ,1997,Kicked in the Head 1997,56651,119457
1623,Wishmaster ,1997,Wishmaster 1997,10351,120524
1624,"Thousand Acres, A ",1997,"Thousand Acres, A 1997",66588,120323
1625,"Game, The ",1997,"Game, The 1997",2649,119174
1626,Fire Down Below ,1997,Fire Down Below 1997,14289,119123
1627,U Turn ,1997,U Turn 1997,10155,120399
1628,"Locusts, The ",1997,"Locusts, The 1997",75250,119557
1629,"MatchMaker, The ",1997,"MatchMaker, The 1997",20457,119632
1630,"Lay of the Land, The ",1997,"Lay of the Land, The 1997",0,123953
1631,"Assignment, The ",1997,"Assignment, The 1997",18355,118647
1632,"Smile Like Yours, A ",1997,"Smile Like Yours, A 1997",33657,120151
1633,Ulee's Gold ,1997,Ulee's Gold 1997,55306,120402
1635,"Ice Storm, The ",1997,"Ice Storm, The 1997",68924,119349
1636,Stag ,1997,Stag 1997,36434,120192
1639,Chasing Amy ,1997,Chasing Amy 1997,2255,118842
1640,How to Be a Player ,1997,How to Be a Player 1997,28353,119326
1641,"Full Monty, The ",1997,"Full Monty, The 1997",9427,119164
1642,Indian Summer ,1996,Indian Summer 1996,172545,116631
1643,Mrs. Brown ,1997,Mrs. Brown 1997,17589,119280
1644,I Know What You Did Last Summer ,1997,I Know What You Did Last Summer 1997,3597,119345
1645,"Devil's Advocate, The ",1997,"Devil's Advocate, The 1997",1813,118971
1647,Playing God ,1997,Playing God 1997,12628,119906
1648,"House of Yes, The ",1997,"House of Yes, The 1997",33344,119324
1649,"Fast, Cheap & Out of Control ",1997,"Fast, Cheap & Out of Control 1997",25099,119107
1650,Washington Square ,1997,Washington Square 1997,45019,120481
1651,Telling Lies in America ,1997,Telling Lies in America 1997,63437,120303
1652,Year of the Horse ,1997,Year of the Horse 1997,62422,120539
1653,Gattaca ,1997,Gattaca 1997,782,119177
1654,FairyTale: A True Story ,1997,FairyTale: A True Story 1997,29911,119095
1655,Phantoms ,1998,Phantoms 1998,9827,119891
1656,Swept from the Sea ,1997,Swept from the Sea 1997,1959,120257
1657,Wonderland ,1997,Wonderland 1997,251481,120529
1658,"Life Less Ordinary, A ",1997,"Life Less Ordinary, A 1997",8067,119535
1660,Eve's Bayou ,1997,Eve's Bayou 1997,45153,119080
1661,Switchback ,1997,Switchback 1997,10871,119210
1662,Gang Related ,1997,Gang Related 1997,14398,118900
1663,Stripes ,1981,Stripes 1981,10890,83131
1665,Bean ,1997,Bean 1997,1281,118689
1666,Hugo Pool ,1997,Hugo Pool 1997,32332,119327
1667,Mad City ,1997,Mad City 1997,9770,119592
1668,One Night Stand ,1997,One Night Stand 1997,12616,119832
1669,"Tango Lesson, The ",1997,"Tango Lesson, The 1997",34838,120275
1671,Deceiver ,1997,Deceiver 1997,14583,119527
1672,"Rainmaker, The ",1997,"Rainmaker, The 1997",11975,119978
1673,Boogie Nights ,1997,Boogie Nights 1997,4995,118749
1674,Witness ,1985,Witness 1985,9281,90329
1675,Incognito ,1997,Incognito 1997,45928,119365
1676,Starship Troopers ,1997,Starship Troopers 1997,563,120201
1677,Critical Care ,1997,Critical Care 1997,61337,118901
1678,"Joy Luck Club, The ",1993,"Joy Luck Club, The 1993",19931,107282
1679,Chairman of the Board ,1998,Chairman of the Board 1998,31535,118836
1680,Sliding Doors ,1998,Sliding Doors 1998,10215,120148
1681,Mortal Kombat: Annihilation ,1997,Mortal Kombat: Annihilation 1997,9823,119707
1682,"Truman Show, The ",1998,"Truman Show, The 1998",37165,120382
1683,"Wings of the Dove, The ",1997,"Wings of the Dove, The 1997",45609,120520
1684,Mrs. Dalloway ,1997,Mrs. Dalloway 1997,38904,119723
1685,"I Love You, I Love You Not ",1996,"I Love You, I Love You Not 1996",45565,116592
1686,Red Corner ,1997,Red Corner 1997,9407,119994
1687,"Jackal, The ",1997,"Jackal, The 1997",4824,119395
1688,Anastasia ,1997,Anastasia 1997,9444,118617
1689,"Man Who Knew Too Little, The ",1997,"Man Who Knew Too Little, The 1997",9414,120483
1690,Alien: Resurrection ,1997,Alien: Resurrection 1997,8078,118583
1692,Alien Escape ,1995,Alien Escape 1995,29938,112318
1693,Amistad ,1997,Amistad 1997,11831,118607
1694,"Apostle, The ",1997,"Apostle, The 1997",2895,118632
1695,Artemisia ,1997,Artemisia 1997,39177,123385
1696,Bent ,1997,Bent 1997,19601,118698
1698,"Boys, Les ",1997,"Boys, Les 1997",42832,118764
1701,Deconstructing Harry ,1997,Deconstructing Harry 1997,2639,118954
1702,Flubber ,1997,Flubber 1997,9574,119137
1703,For Richer or Poorer ,1997,For Richer or Poorer 1997,10371,119142
1704,Good Will Hunting ,1997,Good Will Hunting 1997,489,119217
1707,Home Alone 3 ,1997,Home Alone 3 1997,9714,119303
1708,Ill Gotten Gains ,1997,Ill Gotten Gains 1997,102406,119352
1709,Legal Deceit ,1997,Legal Deceit 1997,0,130073
1711,Midnight in the Garden of Good and Evil ,1997,Midnight in the Garden of Good and Evil 1997,8197,119668
1713,Mouse Hunt ,1997,Mouse Hunt 1997,6283,119715
1714,Never Met Picasso ,1996,Never Met Picasso 1996,279698,117167
1715,Office Killer ,1997,Office Killer 1997,49728,119819
1717,Scream 2 ,1997,Scream 2 1997,4233,120082
1718,Stranger in the House ,1997,Stranger in the House 1997,191874,120222
1719,"Sweet Hereafter, The ",1997,"Sweet Hereafter, The 1997",10217,120255
1720,Time Tracers ,1995,Time Tracers 1995,0,128755
1721,Titanic ,1997,Titanic 1997,597,120338
1722,Tomorrow Never Dies ,1997,Tomorrow Never Dies 1997,714,120347
1723,Twisted ,1996,Twisted 1996,52537,117994
1724,Full Speed ,1996,Full Speed 1996,12799,118230
1725,"Education of Little Tree, The ",1997,"Education of Little Tree, The 1997",62394,119052
1726,"Postman, The ",1997,"Postman, The 1997",9922,119925
1727,"Horse Whisperer, The ",1998,"Horse Whisperer, The 1998",547,119314
1728,"Winter Guest, The ",1997,"Winter Guest, The 1997",25994,120521
1729,Jackie Brown ,1997,Jackie Brown 1997,184,119396
1730,Kundun ,1997,Kundun 1997,9746,119485
1731,Mr. Magoo ,1997,Mr. Magoo 1997,9438,119718
1732,"Big Lebowski, The ",1998,"Big Lebowski, The 1998",115,118715
1733,Afterglow ,1997,Afterglow 1997,26941,118566
1734,My Life in Pink ,1997,My Life in Pink 1997,27103,119590
1735,Great Expectations ,1998,Great Expectations 1998,9410,119223
1738,Vermin ,1998,Vermin 1998,0,120881
1739,3 Ninjas: High Noon On Mega Mountain ,1998,3 Ninjas: High Noon On Mega Mountain 1998,32302,118539
1742,Caught Up ,1998,Caught Up 1998,88863,119988
1744,Firestorm ,1998,Firestorm 1998,41417,120670
1746,Senseless ,1998,Senseless 1998,12538,120820
1747,Wag the Dog ,1997,Wag the Dog 1997,586,120885
1748,Dark City ,1998,Dark City 1998,2666,118929
1749,"Leading Man, The ",1996,"Leading Man, The 1996",46338,116845
1750,Star Kid ,1997,Star Kid 1997,54007,120478
1752,Hard Rain ,1998,Hard Rain 1998,11258,120696
1753,Half Baked ,1998,Half Baked 1998,9490,120693
1754,Fallen ,1998,Fallen 1998,9411,119099
1755,Shooting Fish ,1997,Shooting Fish 1997,25719,120122
1756,"Prophecy II, The ",1998,"Prophecy II, The 1998",9033,118643
1758,Dangerous Beauty ,1998,Dangerous Beauty 1998,8583,118892
1759,Four Days in September ,1997,Four Days in September 1997,21253,119815
1760,Spice World ,1997,Spice World 1997,6116,120185
1762,Deep Rising ,1998,Deep Rising 1998,9457,118956
1764,Tainted ,1998,Tainted 1998,281289,128690
1765,"Letter From Death Row, A ",1998,"Letter From Death Row, A 1998",43911,119521
1767,Music From Another Room ,1998,Music From Another Room 1998,39424,119734
1769,"Replacement Killers, The ",1998,"Replacement Killers, The 1998",11702,120008
1770,B. Monkey ,1998,B. Monkey 1998,2923,120594
1771,Night Flier ,1997,Night Flier 1997,12238,119784
1772,Blues Brothers 2000 ,1998,Blues Brothers 2000 1998,11568,118747
1773,Tokyo Fist ,1995,Tokyo Fist 1995,41577,114690
1774,Mass Transit ,1998,Mass Transit 1998,0,133090
1776,Ride ,1998,Ride 1998,66894,120707
1777,"Wedding Singer, The ",1998,"Wedding Singer, The 1998",11003,120888
1779,Sphere ,1998,Sphere 1998,10153,120184
1780,Ayn Rand: A Sense of Life ,1997,Ayn Rand: A Sense of Life 1997,49645,118662
1781,"Further Gesture, A ",1996,"Further Gesture, A 1996",47112,116379
1782,Little City ,1998,Little City 1998,102732,119548
1783,Palmetto ,1998,Palmetto 1998,30949,120782
1785,King of New York ,1990,King of New York 1990,9558,99939
1787,"Paralyzing Fear: The Story of Polio in America, A ",1998,"Paralyzing Fear: The Story of Polio in America, A 1998",83593,145302
1789,"Sadness of Sex, The ",1995,"Sadness of Sex, The 1995",0,114322
1791,Twilight ,1998,Twilight 1998,26269,119594
1793,Welcome to Woop-Woop ,1997,Welcome to Woop-Woop 1997,6970,120491
